1boy,"1個男人,1男"
alice_in_wonderland,"愛麗絲夢遊仙境"
alice_margatroid,"愛麗絲margatroid,愛麗絲·瑪格特羅依德(東方)"
alice_zuberg,"愛麗絲·祖伯格"
aliceblue,"愛麗絲藍"
alicia_(granblue_fantasy),"艾麗西亞(碧藍幻想)"
alicia_florence,"艾麗西亞佛羅倫薩"
alicia_melchiott,"艾麗西婭·梅爾奇奧特"
alicia_renato_(yashiro_sousaku),"艾麗西亞·雷納託(yashirosousaku)"
alicia_testarossa,"艾麗西亞塔羅薩"
alien,"外星人"
alien1452,"外星人1452"
alien_(movie),"外星人(電影)"
alina_(arknights),"阿麗娜(方舟之夜)"
alina_(girls_und_panzer),"alina(少女與裝甲)"
alina_gray,"阿麗娜灰色"
alios_arvin,"阿利奧斯·阿爾文"
alisa_(girls_und_panzer),"艾麗莎(少女與裝甲),亞理紗(少女與戰車)"
alisa_boskonovich,"艾麗莎·博斯科諾維奇"
alisa_ilinichina_amiella,"艾麗莎ilinichinaamiella,亞莉莎·伊莉妮提娜·阿米耶拉(噬神者系列)"
alisa_reinford,"艾麗莎·萊因福德"
alisa_southerncross,"艾麗莎南十字星"
alisaie_leveilleur,"艾麗莎·萊維耶爾"
alisha_diphda,"艾麗莎·迪夫達"
alison_(alison_airlines),"艾莉森(艾莉森航空公司)"
alita,"阿麗塔"
aliza_(granblue_fantasy),"艾麗莎(碧藍幻想)"
all-fours,"四肢趴地"
all-out_attack,"全力進攻"
all_fours,"四肢著地,四肢趴地"
all_might,"盡一切可能"
all_the_way_through,"一路走來"
allelujah_haptism,"哈利路亞haptism"
allen_(makaroll),"艾倫(makaroll)"
allen_avadonia,"艾倫阿瓦多尼亞"
allen_walker,"艾倫沃克"
allenby_beardsley,"艾倫比比爾茲利"
allenes,"丙二烯"
alley,"衚衕,衚衕/小巷"
alleyne_(queen's_blade),"alleyne(女王之刃)"
alligator,"鱷魚"
allister_(pokemon),"阿利斯特(口袋妖怪)"
alm_(fire_emblem),"alm(火徽)"
alma_armas,"阿爾瑪武器"
almeida_(granblue_fantasy),"阿爾梅達(碧藍幻想)"
aloe_(quiz_magic_academy),"蘆薈(測驗魔術學院)"
alolan_exeggutor,"阿羅拉exeggutor"
alolan_marowak,"阿羅蘭馬洛瓦克"
alolan_meowth,"阿羅蘭喵喵"
alolan_ninetales,"阿羅蘭九故事"
alolan_raichu,"阿羅蘭·雷丘"
alolan_vulpix,"阿羅蘭vulpix"
alp,"阿爾卑斯山"
alpaca,"羊駝"
alpaca_ears,"羊駝耳朵"
alpaca_girl,"羊駝女孩"
alpaca_suri_(kemono_friends),"羊駝suri(kemono朋友),蘇利羊駝(動物朋友)"
alpaca_tail,"羊駝尾巴"
alpha_(yukai_na_nakamatachi),"阿爾法(yukainanakamatachi)"
alpha_pokemon,"阿爾法口袋妖怪"
alpha_signature,"字母簽名"
alpha_transparency,"阿爾法透明度"
alphard_(canaan),"星宿(迦南)"
alphes_(style),"alphes(風格)"
alphinaud_leveilleur,"阿爾菲諾leveilleur"
alphonse_(white_datura),"alphonse(白曼陀羅)"
alphonse_elric,"阿爾方斯·埃裡克,阿爾馮斯·艾爾利克(鋼之鍊金術師)"
alphonse_mucha,"阿爾豐斯·慕夏"
alphy,"阿爾菲"
alracoco,"阿拉可可"
altar,"祭壇"
altaria,"阿爾塔利亞"
alter_servant,"改變僕人"
altera_(fate),"改變(fate),阿提拉(Fate)"
altera_moontail,"阿爾特拉月尾"
alternate_breast_size,"備用乳房尺寸,貧乳化/爆乳化"
alternate_color,"備用顏色,異色"
alternate_color_school_swimsuit,"備用顏色學校泳衣"
alternate_costume,"替代服裝,角色換裝"
alternate_design,"替代設計"
alternate_element,"替代元素,與原設不同元素"
alternate_eye_color,"備用眼睛顏色,與原設不同瞳色"
alternate_facial_hair,"交替的面部毛髮"
alternate_footwear,"替代鞋類"
alternate_form,"替代形式"
alternate_hair_color,"備用髮色,與原設不同髮色變化"
alternate_hair_length,"備用頭髮長度,與原設不同頭髮長度變化"
alternate_hair_ornament,"備用髮飾"
alternate_hairstyle,"備用髮型,與原設不同髮型變化"
alternate_headwear,"備用頭飾,與原設不同頭飾變化"
alternate_height,"備用高度"
alternate_language,"替代語言"
alternate_legwear,"備用褲襪"
alternate_muscle_size,"交替肌肉大小"
alternate_pectoral_size,"交替胸圍"
alternate_shiny_pokemon,"交替閃亮的口袋妖怪"
alternate_size,"備用尺寸"
alternate_skin_color,"備用膚色,與原設不同膚色變化"
alternate_sleeve_length,"交替袖長"
alternate_universe,"平行宇宙,異世界"
alternate_weapon,"替代武器,與原設不同武器變化"
alternate_wings,"備用機翼,與原設不同翅膀"
alternative_girls,"另類女孩"
altina_orion,"阿爾蒂娜獵戶座"
alto-00,"中音-00"
alto_seneka,"中音塞內卡"
altronage,"冒險"
alucard_(castlevania),"alucard(惡魔城)"
alucard_(hellsing),"alucard(地獄)"
aluce,"盧斯"
alvin_(tales),"阿爾文(故事)"
alzano_school_uniform,"阿爾扎諾校服"
alzi_xiaomi,"阿爾茲小米"
ama-tou,"阿馬頭"
ama_mitsuki,"天三月"
ama_usa_an_uniform,"amausa制服"
amada_ken,"天田健"
amae_koromo,"前科羅莫"
amagai_tarou,"天井芋頭"
amagai_yukino,"天井雪乃"
amagami,"天神"
amagamido,"天神堂"
amagasa_yun,"阿笠雲"
amagase_touma,"天瀨當麻"
amagi_(azur_lane),"天城(碧藍航線)"
amagi_(kancolle),"天城(艦娘)"
amagi_(volfuji),"天城(伏富士)"
amagi_(wending_waters_serene_lotus)_(azur_lane),"天城(文定水靜蓮花)(碧藍航線)"
amagi_brilliant_park,"天城輝煌公園"
amagi_kai_(kancolle),"天城改(艦娘)"
amagi_shino,"天城筱"
amagi_yukiko,"天城由紀子"
amagiri_(kancolle),"天霧(艦娘)"
amaguchi_chiyoko,"天口千代子"
amaha_masane,"阿馬哈馬薩內"
amahane_madoka,"天花小圓"
amahara_subaru,"天原斯巴魯"
amajiki_tamaki,"天治玉木"
amakano_~second_season~,"天野～第二季～"
amakura_(am_as),"天倉(作為)"
amakura_mayu,"天倉麻友"
amakura_mio,"天倉澪"
amakusa_(hidorozoa),"天草(hidorozoa)"
amakusa_juuza,"天草十座"
amakusa_tobari,"天草戶張"
amami_amayu,"奄美天友"
amami_haruka,"奄美遙"
amami_rantarou,"奄美亂太郎"
amamine,"胺"
amamitsu_kousuke,"天光幸介"
amamiya_chiharu,"雨宮千春"
amamiya_erena,"天宮erena"
amamiya_hibiya,"amamiya日比谷"
amamiya_kokoro,"雨宮心"
amamiya_manami,"天宮真奈美"
amamiya_minato,"天宮湊"
amamiya_ren,"天宮仁"
amana_(pocketkey),"阿馬納(袖珍鑰匙)"
amanagi_seiji,"天城徵司"
amanda_o'neill,"阿曼達·奧尼爾"
amane_(dream_c_club),"amane(dreamc俱樂部)"
amane_hasuhito,"天音蓮人"
amane_kurumi,"天籟久留美"
amane_misa,"天籟美沙"
amane_ruri,"天籟琉璃"
amane_sora,"天籟"
amane_sou,"阿曼蘇"
amane_suzuha,"天音鈴葉"
amania_orz,"躁狂症orz"
amano_chiharu,"天野千春"
amano_don,"天野堂"
amano_hagoromo,"天野羽衣"
amano_hina_(tenki_no_ko),"天野雛(tenkinoko)"
amano_jack,"天野千斤頂"
amano_keita,"天野凱太"
amano_kouki,"天野幸喜"
amano_kozue,"天野kozue"
amano_kusatsu,"天野草津"
amano_maya,"天野瑪雅"
amano_megumi,"天野惠"
amano_megumi_wa_suki_darake!,"天野惠wasukidarake!"
amano_pikamee,"天野pikamee"
amano_tora,"天野虎"
amano_yo-ki,"天野洋氣"
amano_yukiteru,"天野幸輝"
amanogawa_kirara,"天野川kirara"
amaretto_(girls_und_panzer),"杏仁(女孩和裝甲)"
amaryllis_gumi,"阿瑪麗利斯古米"
amasa_mitsunaru,"天正光輝"
amasaki_yusuke,"天崎佑介"
amasawa_natsuhisa,"天澤夏久"
amasawa_yuuko,"天澤優子"
amashiro_natsuki,"天城夏樹"
amasora_taichi,"天空太極"
amaterasu_(ookami),"天照大神(ookami)"
amatsuka_mao,"松香毛"
amatsuka_uto,"松香汽車"
amatsukaze_(kancolle),"松風(艦娘)"
amau_(kosmos),"阿毛(宇宙)"
amaya_haruko,"雨谷春子"
amayadori-tei,"天通亭"
amayadori_machi,"天通町"
amazon_(company),"亞馬遜(公司)"
amazon_(dragon's_crown),"亞馬遜(龍冠)"
amazon_(taitaitaira),"亞馬遜(taitaitaira)"
amazon_position,"亞馬遜位置"
amazuki_jou,"天月城"
amber_(genshin_impact),"安柏(原神)"
ambience_synesthesia,"環境聯覺"
ambiguous_gender,"性別模糊"
ambiguous_red_liquid,"曖昧的紅色液體"
ambriel_(arknights),"安布里爾(方舟之夜)"
ambulance,"救護車"
ame-chan_(needy_girl_overdose),"ame-chan(有需要的女孩過量)"
ame-san,"阿美"
ame.,"美國"
ame_816,"我是816"
ame_no_kisaki_academy_uniform,"amenokisaki學院制服"
ame_usako,"美宇子"
amedamacon,"艾美麥肯"
amei_sumeru,"阿美須彌"
amekosame,"小雨"
amelia_wil_tesla_seyruun,"阿米莉亞·威爾·特斯拉·塞魯恩"
amelie_planchard,"阿梅莉普蘭查德"
amemiya_ruki,"雨宮ruki"
amemiya_sekira,"雨宮關"
amemiya_taiyou,"雨宮太陽"
america,"美國"
america_(hetalia),"美國(黑塔利亞)"
american_beaver_(kemono_friends),"美國海狸(kemono朋友)"
american_flag,"美國國旗"
american_flag_bikini,"美國國旗比基尼"
american_flag_dress,"美國國旗連衣裙"
american_flag_legwear,"星條旗褲襪,美國國旗褲裝"
american_flag_panties,"美國國旗內褲"
american_flag_pants,"美國國旗褲"
american_flag_print,"美國國旗印花"
american_flag_shirt,"美國國旗襯衫"
american_football,"美式足球"
american_football_(object),"美式足球(物件)"
american_football_helmet,"美式橄欖球頭盔"
american_football_uniform,"美式足球制服"
american_mcgee's_alice,"美國麥吉的愛麗絲"
amesawa_mokke,"雨澤木克"
amestris_military_uniform,"amestris軍裝"
ameth_(princess_connect!),"ameth(公主連線！)"
ameto_yuki,"阿梅託由紀"
ameya_nihachi,"阿彌亞二八"
ameyama_denshin,"雨山電心"
amezawa_koma,"雨澤駒"
amibazh,"阿米巴日"
amicis,"法庭之友"
amii,"阿米"
amimi,"阿米米"
amira_(shingeki_no_bahamut),"阿米拉(shingekinobahamut)"
amisu,"阿米蘇"
amitie_(puyopuyo),"阿米蒂(puyopuyo)"
amity_blight,"友情枯萎"
amiya_(arknights),"阿米婭(arknights)"
amiya_(guard)_(arknights),"阿米婭(守衛)(方舟)"
ammunition,"彈藥"
ammunition_belt,"彈藥帶"
ammunition_box,"彈藥箱"
ammunition_pouch,"彈藥袋"
amnesia_(idea_factory),"失憶症(創意工廠)"
amog,"阿莫格"
among_us,"在我們中間"
amonitto,"阿蒙尼託"
amos'_bow_(genshin_impact),"阿莫斯弓(原神)"
ampharos,"雙耳瓶"
amphibia,"兩棲動物"
amphitheater,"圓形劇場,音樂劇院"
amplifier,"放大器"
amputee,"截肢者"
amulet,"護身符"
amulet_heart,"護身符之心"
amuro_ray,"阿姆羅雷"
amuro_tooru,"安室透"
amusement_park,"遊樂園"
amy_(suisei_no_gargantia),"艾米(suiseinogargantia)"
amy_rose,"艾米玫瑰"
amy_sorel,"艾米索雷爾"
an-94,"安-94"
an-telin,"安泰林"
an_yasuri,"安雅蘇里"
ana_(overwatch),"安娜(守望先鋒)"
ana_(rznuscrf),"安娜(rznuscrf)"
ana_coppola,"安娜·科波拉"
anabel_(pokemon),"安娜貝爾(寵物小精靈)"
anabuki_tomoko,"穴吹智子"
anachronism,"時代錯誤"
anakin_skywalker,"阿納金天行者"
anal,"爆菊,肛門"
anal_ball_wear,"肛門球磨損"
anal_beads,"肛珠"
anal_fingering,"手爆菊,肛門指法"
anal_fisting,"拳爆菊,肛門拳交"
anal_fluid,"肛門液"
anal_hair,"肛毛"
anal_hook,"肛鉤"
anal_insertion,"菊花插入物"
anal_object_insertion,"肛門物件插入"
anal_penetration,"爆菊"
anal_plug,"插入式尾巴"
anal_sex,"爆菊"
anal_tail,"尾巴玩具,肛尾,肛門尾巴"
analbeads,"肛珠"
analingus,"肛吻"
analog_clock,"模擬時鐘"
analog_piano,"鋼琴"
anamorphosis,"失真影象"
anastasia_(fate),"阿納斯塔西婭(fate)"
anastasia_(idolmaster),"阿納斯塔西婭(偶像大師)"
anastasia_(swimsuit_archer)_(fate),"阿納斯塔西婭(泳裝弓箭手)(fate)"
anastasia_(swimsuit_archer)_(third_ascension)_(fate),"阿納斯塔西婭(泳裝弓箭手)(第三次提升)(fate)"
anato_finnstark,"阿納託·芬斯塔克"
anatomical_nonsense,"解剖學的廢話"
anatomy,"解剖學"
anbe_masahiro,"安部正宏"
anbe_yoshirou,"安部良郎"
anbutter_siruko,"黃油西魯科"
anceril_sacred,"天使神聖"
ancesra,"祖先"
anchor,"錨"
anchor_choker,"錨形項圈,錨項圈"
anchor_earrings,"錨耳環"
anchor_hair_ornament,"錨髮飾"
anchor_hat_ornament,"錨帽飾品"
anchor_necklace,"錨項鍊"
anchor_ornament,"錨飾"
anchor_print,"錨印"
anchor_symbol,"錨符號"
anchorage_(azur_lane),"錨地(碧藍航線)"
anchorage_oni,"錨地鬼"
anchorage_princess,"錨地公主"
anchorage_water_oni,"錨地水鬼"
anchors_(mono_eye_os),"錨(單眼作業系統)"
anchovy_(girls_und_panzer),"鯷魚(女孩和裝甲)"
ancient_destroyer_oni,"古代驅逐艦鬼"
ancient_princess_menace,"古代公主的威脅"
ancotaku,"安科塔庫"
andava,"安達瓦"
anderain,"安德蘭"
andira_(granblue_fantasy),"安迪拉(碧藍幻想)"
andou_(girls_und_panzer),"安藤(少女與裝甲)"
andou_mahoro,"安藤麻幌"
andou_ringo,"安豆林果"
andou_ruruka,"安藤ruruka"
andou_shuki,"安藤守紀"
andou_tomoya,"安藤友也"
andou_you,"和你"
andreana_(arknights),"安德烈娜(方舟之夜)"
andrew_(duel_angel),"安德魯(決鬥天使)"
andrewcockroach,"安德魯蟑螂"
androgynous,"雌雄同體"
android,"機器人"
android_17,"安卓17"
android_18,"安卓18"
android_21,"安卓21"
andy_bogard,"安迪·博加德"
ane_naru_mono,"鳴單"
anemone_(eureka_seven),"海葵(尤里卡七)"
anemone_(flower),"海葵(花)"
aneros,"阿內羅斯"
anetai_toyone,"安泰玩具"
anew_returner,"新迴歸者"
anezaki_mamori,"根崎守"
ange_(princess_principal),"安吉(公主校長)"
ange_katrina,"安吉卡特里娜颶風"
ange_vierge,"維爾日"
angel,"天使"
angel31424,"天使31424"
angel_(evangelion),"天使(新世紀福音戰士)"
angel_(kof),"天使(kof)"
angel_and_devil,"天使與惡魔,天使與魔鬼"
angel_beats!,"天使節拍！"
angel_blade,"天使之刃"
angel_chromosome_xx,"天使染色體xx"
angel_devil_(chainsaw_man),"天使惡魔(電鋸人)"
angel_gabriel.,"天使加布裡埃爾."
angel_girl_(shimmer),"天使女孩(微光)"
angel_mort,"天使mort"
angel_of_light_nanael,"光明天使娜奈爾"
angel_wings,"天使的翅膀,天使之翼"
angela_(project_moon),"安吉拉(專案月亮)"
angela_balzac,"安吉拉·巴爾扎克"
angeldust,"天使塵"
angelfish,"神仙魚"
angelic_angel,"天使天使"
angelina_(arknights),"安吉麗娜(方舟之夜)"
angelina_(distinguished_visitor)_(arknights),"安吉麗娜(尊貴的訪客)(方舟之夜)"
angelina_(summer_flowers)_(arknights),"安吉麗娜(夏花)(方舟)"
angelise_reiter,"安吉麗絲·瑞特"
angels,"天使"
anger,"生氣的"
anger_vein,"青筋凸起,怒脈"
angewomon,"天使獸"
anglerfish,"琵琶魚"
anglerfish_costume,"琵琶魚服裝"
angol_mois,"安哥拉莫伊斯"
angora_rabbit,"安哥拉兔"
angry,"生氣的"
anibache,"阿尼巴赫"
anila_(granblue_fantasy),"阿妮拉(碧藍幻想)"
anila_(summer)_(granblue_fantasy),"阿妮拉(夏天)(碧藍幻想)"
anilingus,"肛吻"
animage,"動畫"
animal,"動物"
animal-themed_umbrella,"動物主題雨傘"
animal_around_neck,"脖子上的動物"
animal_bag,"動物包"
animal_between_breasts,"乳房之間的動物"
animal_collar,"動物項圈"
animal_costume,"動物服裝"
animal_crossing,"動物穿越"
animal_ear_fluff,"動物耳朵絨毛"
animal_ear_headphones,"動物耳耳機"
animal_ear_headwear,"動物耳朵頭飾"
animal_ear_legwear,"動物耳朵護腿"
animal_ears,"動物耳朵"
animal_ears_helmet,"動物耳朵頭盔"
animal_feet,"動物腳"
animal_focus,"動物焦點"
animal_hair_ornament,"動物頭飾"
animal_hands,"動物手"
animal_hat,"動物帽"
animal_head,"動物頭"
animal_helmet,"動物頭盔"
animal_hood,"獸耳頭罩,動物頭巾"
animal_hug,"動物擁抱"
animal_in_clothes,"穿衣服的動物"
animal_nose,"動物鼻子"
animal_on_arm,"手臂上的動物"
animal_on_back,"背上的動物"
animal_on_hand,"手頭上的動物"
animal_on_head,"頭上的動物"
animal_on_lap,"膝蓋上的動物"
animal_on_shoulder,"肩上的動物"
animal_penis,"動物陰莖"
animal_pillow,"動物枕頭"
animal_print,"動物印花"
animal_request,"動物請求"
animal_skull,"動物頭骨"
animal_slippers,"動物拖鞋"
animal_tail,"尾巴"
animalization,"動物化"
animare,"動畫"
animated,"動畫,動圖"
animated_gif,"動畫gif,GIF動圖"
animated_png,"動畫png,PNG動圖"
animation_paper,"動畫紙"
anime,"動畫風"
anime_coloring,"動漫著色,動畫上色"
anime_screencap,"動畫截圖,動漫螢幕截圖"
animedia,"動漫媒體"
animeflux,"動漫流"
animegao,"動漫高"
animification,"動畫"
aningay,"安寧"
anise_tatlin,"茴香tatlin"
anita_king,"安妮塔國王"
anizi,"阿尼茲"
anjou_naruko,"安城鳴子"
anju_(mocomocousagi),"安居(mocomocusagi)"
ankh,"十字章"
ankh_necklace,"十字項鍊"
ankha_(animal_crossing),"ankha(動物穿越)"
ankimo_(tokino_sora),"ankimo(時野空)"
ankkoyom,"安科約姆"
ankle_bell,"踝鈴"
ankle_boots,"不到小腿的靴子,踝靴"
ankle_bow,"踝弓"
ankle_bracelet,"腳鐲"
ankle_bracelets,"腳鐲"
ankle_cuffs,"腳踝袖口"
ankle_flower,"腳踝花"
ankle_garter,"腳踝吊襪帶"
ankle_grab,"腳踝抓鬥"
ankle_gun,"腳踝槍"
ankle_lace-up,"腿部繫帶,腳踝繫帶"
ankle_ribbon,"腳踝絲帶"
ankle_scrunchie,"腳踝髮圈"
ankle_socks,"到腳踝的襪子,踝襪,及踝襪"
ankle_strap,"踝帶"
ankle_wings,"腳踝翼"
ankle_wrap,"護踝"
ankleband,"踝帶"
anklet,"腳鐲,腳鏈"
anklets,"腳鐲"
anmi,"安米"
anna_(fire_emblem),"安娜(火徽)"
anna_(frozen),"安娜(冷凍)"
anna_(ikeuchi_tanuma),"安娜(ikeuchitanuma)"
anna_(sennen_sensou_aigis),"安娜(sennensensouaigis)"
anna_miller,"安娜米勒"
anna_nishikinomiya,"安娜西木宮"
anna_williams,"安娜威廉姆斯"
anne_(shingeki_no_bahamut),"安妮(shingekinobahamut)"
anne_bonny_(fate),"安妮·邦尼(fate)"
annelotte,"安妮洛特"
annelotte_(princess_knight),"安妮洛特(公主騎士)"
annette_fantine_dominic,"安妮特芳汀多米尼克"
annie_(league_of_legends),"安妮(英雄聯盟)"
annie_(skullgirls),"安妮(骷髏女孩)"
annie_leonhardt,"安妮萊昂哈特"
annie_mei,"安妮梅"
annie_mei_project,"安妮梅專案"
annilingus,"肛吻"
annin_musou,"安寧無雙"
anniversary,"週年紀念日"
annotated,"註釋"
annotation_request,"註釋請求"
announcement_celebration,"公告慶典"
annoyed,"惱火,苦惱的,生氣"
anny_(yoai),"安妮(yoai)"
ano_natsu_de_matteru,"阿諾夏德馬蒂烏"
anoa,"反常"
anonamos,"無名"
anosillus_ii,"茴香二號"
another,"另一個"
another_eidos-r,"另一個eidos-r"
anpan,"安盤,紅豆包"
anpanman,"麵包超人"
anpanman_(character),"麵包超人(角色)"
ansel_(arknights),"安塞爾(方舟之夜)"
anshinmama,"安心媽媽"
ant,"螞蟻"
antarcticite,"南極石"
antaria,"安塔利亞"
anteater_ears,"食蟻獸的耳朵"
anteater_tail,"食蟻獸尾巴"
antelope_ears,"羚羊耳朵"
antelope_horns,"羚羊角"
antenna_hair,"天線毛(兩根呆毛),多根呆毛"
antennae,"天線"
anthony_(madoka_magica),"安東尼(魔法小圓)"
anthotype,"花汁印相法"
anthro,"獸人"
anthropomorphism,"擬人,擬人化"
anthuria,"紅掌"
anti-aircraft,"防空"
anti-aircraft_gun,"高射炮"
anti-materiel_rifle,"反器材步槍"
anti-rain_(girls'_frontline),"防雨(少女前線)"
anti_(ssss.gridman),"反(ssss.gridman)"
antinomy_of_common_flowers,"常見花的對立面"
antique_firearm,"古董槍械"
antispiral_nia,"抗螺旋體nia"
antlers,"鹿角"
antlers_through_headwear,"鹿角穿過頭飾"
antonio_lopez,"安東尼奧·洛佩茲"
antonio_salieri_(fate),"安東尼奧·薩列裡(fate)"
antonio_salieri_(second_ascension)_(fate),"安東尼奧·薩列裡(第二次揚升)(fate)"
anubis,"阿努比斯"
anubis_(houtengeki),"阿努比斯(houtengeki)"
anubis_(monster_girl_encyclopedia),"阿努比斯(怪物少女百科全書)"
anus,"菊花,肛門"
anus_cutout,"肛門切口"
anus_peek,"肛門窺視"
anvil,"鐵砧"
any_(lucky_denver_mint),"任何(幸運丹佛薄荷)"
any_(trueblue),"任何(真藍)"
anya's_heh_face_(meme),"安雅的嘿嘿臉(模因)"
anya_(spy_x_family),"安雅(間諜x家庭)"
anya_alstreim,"安雅·阿爾斯特雷姆"
anya_melfissa,"安雅·梅爾菲薩"
anyamal_tantei_kirumin_zoo,"anyamaltanteikirumin動物園"
anyan_(jooho),"安彥(jooho)"
anyannko,"安揚科"
anza_tomo,"安扎託莫"
anzai_romi,"安西羅米"
anzio_(emblem),"安齊奧(會徽)"
anzio_military_uniform,"anzio軍裝"
anzio_school_uniform,"anzio校服"
anzu_(ensemble_stars!),"anzu(合奏明星！)"
anzu_ame,"安祖阿梅"
anzumame,"安豆豆"
ao+beni,"奧+貝尼"
ao-shiba,"青芝"
ao_(flowerclasse),"ao(花類)"
ao_banana,"奧香蕉"
ao_iro,"奧羅"
ao_madoushi,"奧馬鬥士"
ao_no_exorcist,"沒有驅魔人"
ao_no_kanata_no_four_rhythm,"aonokanatano四節奏"
ao_no_kiseki,"青之軌跡"
ao_oni_(onioni-aoi),"青鬼(ononi-aoi)"
ao_usagi,"青兔"
aoandon,"奧安東"
aoba_(akibajun),"青葉(akibajun)"
aoba_(kancolle),"青葉(艦娘)"
aoba_(smartbeat),"青葉(智慧節拍)"
aoba_kokona,"青葉可可納"
aoba_kozue,"青葉小結"
aoba_moca,"青葉摩卡"
aoba_tsugumi,"青葉津古"
aoblue,"青藍"
aochoku,"青色"
aogiri_koukou_game_club,"青霧光口遊戲社"
aogiri_penta,"青霧五角"
aogisa,"奧吉薩"
aoguu,"奧古"
aohane,"奧漢"
aohashi_ame,"青橋ame"
aoi_(annbi),"葵(安比)"
aoi_(princess_connect!),"aoi(公主連線！)"
aoi_ch.,"葵ch."
aoi_hana,"葵花"
aoi_hiro,"葵廣"
aoi_kimi,"葵君"
aoi_kujira,"葵葵"
aoi_kumiko,"葵久美子"
aoi_kyosuke,"葵恭介"
aoi_manabu,"葵學"
aoi_masami,"葵雅美"
aoi_nagisa,"葵渚"
aoi_nagisa_(metalder),"葵渚(metalder)"
aoi_ogata,"緒方葵"
aoi_shiro,"葵四郎"
aoi_suzu,"葵鈴"
aoi_thomas,"奧伊托馬斯"
aoi_tiduru,"艾提杜魯"
aoi_tobira,"葵鳥平"
aoi_yun,"葵雲"
aoi_yusuke,"葵佑介"
aoihitsuji,"葵壽藤"
aoin,"愛因"
aoinu,"愛努"
aoki_(fumomo),"青木(fumomo)"
aoki_hagane_no_arpeggio,"青木羽根沒有琶音"
aoki_lapis,"青木青金石"
aoki_reika,"青木玲香"
aoki_shin,"青木心"
aoki_shizumi,"青木靜美"
aoki_ume,"青木梅"
